1009051,9529,2
1419612,105,3
1419612,9346,3
1075119,205,2
1363545,11031,1
1193959,134,4
1307713,11547,2
1083526,241,3
1372919,116,3
1223785,2039,2
1223785,89577,3
1362681,116,4
1223785,1167263,4
1176156,2135,2
1192207,8587,3
1081992,197,3
1237919,866,3
1192207,77,4
1080513,11601,5
1237919,608,4
1177032,544,5
1061810,5,3
1080513,134,4
1061810,289,4
1307713,11547,4
1157873,4982,2
1012368,872,2
1081992,1970,5
1157873,2135,1
1126252,1878,3
1290479,17654,1
1157873,524,3
1126252,88,2
1031012,94730,2
1103590,550,4
1103590,638,2
1161115,1991,3
1031012,9522,1
1404762,73462,2
1258710,15196,3
1404762,10193,4
1077849,500,5
1077849,11327,2
1192207,116,2
1355208,9346,5
1192207,795,5
1082522,36331,3
1433761,74874,2
1082522,590,2
1244811,1061935,3
1192207,27205,4
1157873,88,4
1015716,524,3
1022382,162,4
1270741,1054866,4
1355208,1024,3
1141317,6557,2
1409308,9346,3
1372919,217,2
1394765,10925,3
1328961,20453,2
1409308,242,2
1394765,792,5
1409308,11973,4
1161115,1091454,2
1077849,37368,2
1150666,22074,2
1431705,2048,4
1159537,1122829,5
1431705,13156,1
1178803,14048,4
1154577,1934,4
1429156,197,5
1175746,11547,3
1290479,20352,2
1429156,11547,4
1154577,36685,2
1100294,69,4
1332972,11547,2
1332972,10377,3
1404762,807,2
1212441,10779,3
1161115,942,3
1077849,807,5
1103590,4953,2
1161115,71,4
1161115,1813,5
1368662,88,2
1026331,673,2
1031012,508,5
1026331,37834,3
1328961,1083988,2
1308842,10328,1
1328961,22881,3
1086326,1083988,4
1146492,5,4
1159537,1579,3
1146492,4104,4
1026331,14462,2
1307713,77,4
1031012,5,3
1418736,14,5
1270741,673,1
1162875,39013,3
1222390,9614,4
1394765,78165,2
1146492,4518,3
1146492,433,3
1143687,118,3
1146492,11529,5
1159537,605,2
1277421,177,5
1035731,77,3
1143687,1830,3
1154577,13,2
1328961,117,5
1328961,11547,1
1328961,3509,2
1045529,116,4
1223785,43539,2
1057794,11547,3
1057794,11547,4
1190820,9836,3
1339970,9346,2
1339970,1430,2
1054466,4517,3
1061019,772,3
1062886,544,3
1062886,1141464,1
1256592,11547,2
1338166,10201,5
1190820,578,3
1404707,2135,4
1103214,1122835,4
1114719,11983,1
1045529,497,4
1114719,2493,3
1246164,1023336,2
1147731,14160,2
1147731,587,5
1149174,11547,4
1235645,9346,3
1246164,606,2
1077849,500,2
1052636,11529,2
1052636,88,4
1052636,10153,1
1141317,16309,3
1052636,1167195,4
1133333,213,1
1071688,13291,2
1071688,808,2
1297202,7984,4
1297202,1271,3
1071688,11778,5
1071688,6435,3
1297202,9346,2
1151322,7863,2
1072191,137,3
1109433,11324,4
1052636,61429,3
1072191,9529,1
1040066,1124,4
1100591,16219,3
1132494,2135,3
1200901,1548,1
1100591,285,3
1092967,27205,3
1109433,1059165,3
1137285,9346,1
1367455,8051,1
1155382,512,4
1155382,116,2
1328086,9346,2
1055037,857,2
1092617,4706,4
1137285,122,3
1092617,608,3
1092617,74874,5
1137285,11619,3
1196186,116,4
1062886,116,2
1239868,1083988,2
1182459,88,5
1404762,522,3
1062886,9358,2
1062886,7873,3
1420278,11529,3
1420278,69,3
1234182,1099279,1
1137285,94730,2
1420278,616,2
1182459,7555,1
1062886,1578,1
1062886,616,3
1008814,22954,3
1103845,22,4
1239868,862,5
1103845,1374,2
1235304,16219,3
1150771,11529,3
1085450,10771,4
1040916,14048,4
1150304,1083592,1
1029044,1041209,2
1090647,77,4
1089829,6477,3
1089829,9529,4
1089829,348,4
1150304,1123822,1
1120371,4032,1
1120371,585,4
1201085,6075,2
1150304,289,3
1156900,497,1
1156900,77,2
1196596,13,3
1196596,8844,4
1089829,1018,4
1024273,82096,3
1128859,1099279,3
1089829,36685,3
1149174,88,4
1154577,38,3
1349140,8456,2
1268715,5,3
1268715,10215,1
1262687,88,4
1398103,37247,5
1138832,279,3
1021684,1083592,3
1154116,37368,2
1305981,561,2
1193712,15,5
1193712,788,4
1290743,11547,3
1128134,11529,5
1290743,88494,4
1290743,2135,3
1077225,69,4
1053204,9502,4
1071072,2323,4
1399170,116,4
1048836,11547,3
1220478,585,3
1200901,10483,4
1301273,13342,4
1020256,408,3
1021684,2268,5
1021684,13633,4
1156799,1141467,1
1307713,55347,2
1088518,2135,2
1239898,116,5
1041536,14160,4
1318564,1055012,3
1137285,9012,4
1290743,279,2
1137285,5,3
1290743,11547,3
1021684,1647,5
1021684,1031781,3
1417447,424,5
1307713,1043701,4
1382434,7446,3
1307713,10193,4
1084238,11547,4
1316932,22794,2
1417447,650,2
1301273,1097104,5
1301273,25,5
1301273,6075,3
1100294,121,4
1138832,49538,3
1193712,9837,5
1193712,7191,4
1392965,10307,1
1353516,22881,2
1392965,8321,3
1316932,11547,5
1162516,9836,5
1274062,9346,3
1021684,1104973,4
1021684,1491,4
1220478,424,2
1355729,51876,4
1138832,311,4
1143896,11787,3
1297998,4515,2
1162516,2135,1
1220478,1271,2
1316932,747,4
1262687,1909,3
1316932,329,5
1220478,857,4
1262687,122,3
1185972,9346,4
1200901,857,3
1064215,88,3
1062886,863,5
1262687,5,1
1316932,8922,2
1147731,616,3
1221749,9281,1
1138832,74874,3
1138832,9955,5
1231836,289,1
1190820,1809,1
1320206,4982,3
1231836,289,3
1033840,14160,2
1312699,9739,4
1168067,2253,3
1217572,2300,2
1242240,14,2
1035899,30197,2
1312699,5,5
1217572,69,3
1168067,2289,5
1083526,44758,4
1100591,9350,3
1394765,11547,2
1176528,6477,4
1138188,18785,2
1089311,1135249,4
1103526,1099279,2
1035899,497,3
1103526,9486,3
1242240,116,2
1446008,37799,3
1316932,657,3
1180876,2832,1
1316932,609,2
1392965,807,4
1316932,1099279,4
1172340,34851,3
1154577,64609,3
1176528,604,4
1081160,1970,2
1178755,6978,1
1316932,84240,2
1190820,9479,3
1312821,9615,2
1092967,11823,3
1217572,16219,2
1217572,11547,3
1092967,88,2
1172340,9289,2
1109501,38903,4
1135508,9637,1
1174659,808,4
1151598,862,2
1221463,11547,3
1038404,433,2
1221463,94730,5
1402379,2135,3
1237866,116,5
1368963,9942,2
1394765,9475,3
1247340,2323,3
1247340,36331,5
1159439,6466,4
1247340,116,4
1159439,197,3
1217572,9346,3
1217572,10734,4
1394765,1166958,4
1217572,116,3
1358698,544,2
1193148,88,1
1438178,65,2
1191532,17654,3
1174138,856,1
1190820,587,1
1185814,116,2
1155382,116,4
1174138,3536,2
1069126,36331,2
1069126,2135,5
1013490,22804,3
1346086,80385,4
1069126,8619,2
1193148,9346,2
1013490,426,1
1159439,1578,2
1247340,8456,3
1402379,10096,3
1394765,11529,2
1174659,122,3
1394765,1375,5
1312821,9346,1
1014378,1895,3
1033972,1043701,3
1014378,9346,2
1324456,11831,1
1103526,863,3
1024438,1251,1
1024438,11152,2
1159439,9346,2
1027554,6637,2
1176095,9342,1
1027554,4512,4
1176095,9346,2
1027554,42325,3
1024438,702,3
1172764,329,4
1135508,65294,4
1135508,4247,3
1152868,1096277,1
1120716,278,5
1010663,1273,3
1180876,857,3
1180876,70601,2
1174138,7863,3
1172764,2503,3
1190820,11529,2
1013490,1895,4
1129049,782,2
1010663,1166958,5
1190820,1422,2
1092967,881,2
1118955,704,4
1135508,1091455,5
1014750,1027184,1
1035899,497,5
1313752,853,4
1313752,1452,2
1147350,120,3
1247911,1061935,4
1221463,116,4
1174998,88,2
1129049,863,2
1103590,9437,1
1320206,524,2
1148623,879,3
1366208,116,2
1196596,49538,3
1035899,35056,3
1166408,829,2
1174659,522,1
1438178,508,5
1394765,807,4
1394765,8619,1
1144051,1023336,2
1150753,11547,3
1150753,8587,4
1273442,595,4
1388826,116,2
1035899,180,3
1278281,9454,3
1220482,1271,3
1101126,7518,2
1191532,9346,3
1180876,4688,1
1085725,9346,3
1331252,116,5
1306604,11603,3
1108573,16025,2
1075119,36685,1
1331252,11547,3
1014750,2135,3
1278281,134,1
1090979,13056,4
1128351,176,3
1008621,11547,3
1147731,496,4
1008621,10474,4
1112234,8913,4
1213723,100279,3
1145272,37368,2
1335256,8193,3
1008621,9346,3
1331252,8012,4
1086079,116,3
1014750,116,4
1331252,813,5
1101126,866,2
1383542,752,3
1331252,9787,3
1036815,609,5
1331252,22538,2
1024273,280,4
1144104,16219,4
1036297,9346,5
1036297,9888,2
1112234,2135,4
1213723,9942,1
1027785,497,4
1147731,856,3
1376131,1141467,2
1147731,903,3
1444349,10201,3
1150771,35,1
1036297,3558,3
1150771,9346,4
1331252,7446,2
1036815,116,2
1353690,788,2
1008621,116,4
1150771,588,3
1008621,2323,3
1040144,11547,2
1359681,2135,1
1008621,5,2
1011892,53214,2
1192207,10158,4
1293482,808,4
1437579,9529,3
1409243,714,4
1027785,197,3
1075119,1547,4
1437579,38408,1
1027785,1140484,3
1086079,2062,3
1444349,568,3
1444999,79718,1
1293482,9346,2
1130979,116,2
1105114,134,3
1036815,587,3
1409243,817,2
1090979,9600,5
1306604,20352,2
1118955,11547,2
1444349,568,2
1312818,62,2
1147731,1170190,1
1371236,941,4
1293482,2309,5
1359681,77,2
1359681,5,5
1008621,1038264,4
1354924,10192,3
1060469,73462,4
1354924,1894,5
1101126,769,5
1433765,9443,3
1308025,746,4
1090979,9806,3
1091720,1113623,3
1060469,180,1
1101231,289,3
1101231,2135,3
1060469,1023336,2
1090979,105,5
1090979,2295,3
1305981,116,3
1105114,1166958,2
1305981,1092800,3
1305981,1091454,3
1008621,9631,4
1170468,1495,4
1170468,77,5
1347836,1124,4
1090979,3432,1
1186226,11031,3
1355208,1092,1
1350707,808,1
1350707,9390,1
1350707,11547,5
1063960,205,3
1138719,10483,1
1350707,2493,3
1350707,712,4
1358719,11547,3
1185814,116,3
1185814,88,4
1433761,120,2
1358719,9476,3
1273442,10586,3
1002672,1954,3
1392490,9346,4
1359681,8587,4
1143539,4953,5
1322712,278,4
1172340,86083,4
1172340,9477,2
1172340,1086902,1
1083111,8321,1
1107114,600,4
1432202,767,3
1363301,176,3
1107114,116,3
1085450,2135,2
1308152,510,1
1308152,9705,3
1174998,857,3
1014807,55347,3
1132494,9338,2
1082895,2639,5
1014750,13053,5
1432202,1271,2
1154570,769,3
1363301,1139190,4
1041536,25941,1
1394837,88,3
1154570,8656,1
1359681,289,3
1154570,9529,4
1014750,1777,4
1217322,1164680,5
1046245,2637,3
1078536,229,4
1078536,10198,4
1292349,88,2
1359681,1547,4
1014807,4944,1
1083111,12,5
1125107,14,3
1154570,116,3
1154570,9390,1
1055147,122,3
1103214,501,4
1154570,11054,4
1055147,13532,4
1034584,2309,3
1021684,49538,4
1252880,92077,3
1252880,116,4
1012723,9346,2
1021684,120,3
1021684,9529,4
1252880,11603,3
1252880,69,2
1030893,1065915,1
1034584,36331,1
1034584,16219,2
1142711,2135,1
1247328,9964,4
1247328,11031,4
1216606,116,2
1364724,8363,3
1034584,605,1
1000693,1095355,3
1000693,11529,2
1061370,94730,3
1438178,826,1
1159537,73,2
1353069,116,4
1030893,9346,1
1164077,9955,4
1168067,585,3
1034584,955,1
1135051,496,5
1027785,10376,3
1131482,872,4
1215643,9502,4
1445777,16219,3
1014807,5,2
1247795,1852,3
1247795,7737,1
1128967,19901,2
1128967,2067,3
1217572,11528,2
1027785,9346,2
1201085,1167263,2
1124178,9434,4
1154561,534,4
1006770,289,1
1215643,424,3
1084372,587,2
1124763,2135,2
1217572,9342,5
1420278,15121,3
1100803,9346,3
1100803,12138,1
1147954,215,4
1147954,11547,2
1150211,816,4
1163347,197,3
1306474,650,3
1306474,7443,4
1176938,2770,3
1394046,1646,1
1333831,8009,3
1394046,9346,3
1133333,6978,1
1333831,509,3
1380633,2135,2
1217322,11529,4
1217322,88,2
1217322,44214,1
1077849,10184,5
1092617,6415,5
1335272,7516,5
1075119,15121,4
1167257,8587,3
1167257,423,1
1151322,378,5
1100591,116,3
1075119,829,2
1150771,6637,5
1306474,709,3
1190379,5966,3
1333831,604,2
1159439,69,1
1029580,37136,5
1075119,455,4
1440104,9346,2
1287219,88,3
1440104,616,3
1052636,48231,2
1045341,13633,2
1029580,49046,4
1052636,9529,4
1029580,1173448,4
1045341,3594,1
1052636,9036,3
1141317,9319,3
1092617,6977,4
1333831,604,2
1130879,9655,2
1246164,11547,4
1251996,15373,4
1180818,509,4
1251996,9285,4
1251996,1113078,2
1335272,10191,3
1130788,53214,5
1287219,9346,4
1440104,5,5
1440104,116,3
1440104,616,3
1271414,116,4
1010744,1147694,1
1271414,13416,4
1151322,165,5
1390693,766,3
1306474,12556,2
1024758,1125,3
1024758,1097104,3
1306474,9285,2
1140030,11529,2
1178755,866,3
1445055,435,3
1215643,11355,2
1049446,116,2
1049446,2005,5
1167257,9346,2
1308842,197,3
1308842,2493,3
1167257,558,2
1308842,1246,3
1151322,1911,5
1090713,11393,5
1308842,9346,3
1157698,10003,4
1254201,1168285,4
1194427,38171,2
1167257,14160,4
1136913,401,1
1151322,116,4
1167257,571,4
1133333,36668,2
1100591,6973,2
1401113,9346,1
1406763,14,2
1395637,96506,1
1157500,116,3
1157500,4982,2
1180818,68924,4
1213914,69,3
1124178,1372,4
1154116,121,4
1154116,9529,2
1158771,11529,1
1154570,808,5
1154570,36647,1
1362251,792,3
1213914,4688,4
1422389,424,3
1105085,500,4
1095231,2135,4
1147731,10386,5
1263273,534,4
1128134,10403,4
1117648,9679,3
1134350,2924,3
1263273,9346,3
1002672,116,1
1031012,9693,5
1186433,4982,3
1346156,11529,2
1079160,6538,3
1164112,810,5
1105085,11547,5
1186433,11400,5
1186433,11529,3
1079160,1578,3
1186433,1166958,3
1217473,3170,5
1217473,2135,2
1327381,11547,3
1150304,826,3
1022000,176,2
1055037,9567,1
1021878,14160,2
1263273,1894,3
1082132,857,3
1263273,563,2
1147954,591,1
1181343,1588,3
1021878,272,3
1147954,11547,1
1105085,1164874,4
1153693,2135,2
1247309,5,1
1299025,920,3
1174057,116,3
1177032,408,2
1235645,1166958,1
1196596,9346,5
1105085,2135,1
1164112,10586,3
1027554,4442,1
1068984,11772,5
1068984,5915,4
1247309,1955,5
1027554,40807,3
1217534,812,1
1147954,122,4
1247795,4806,4
1027554,11287,3
1217534,12102,4
1133333,16025,4
1027554,767,4
1134350,14462,2
1124178,94730,1
1021878,2924,1
1307115,605,5
1239130,88,3
1082895,88,5
1093680,12246,4
1164112,673,4
1164112,435,5
1164112,1124,5
1147954,5,4
1105085,11529,4
1181343,1027184,2
1263273,37136,3
1196596,242,3
1155849,116,4
1206943,2103,3
1196596,89,4
1206943,11529,4
1196596,23742,4
1196596,272,3
1072651,1523,1
1159537,44758,3
1164112,44115,2
1090979,9529,3
1222390,36643,3
1154116,77,2
1359789,9944,2
1263273,534,2
1128134,77,4
1247309,9529,3
1027554,521,2
1247309,25376,2
1027554,408,4
1312818,116,2
1159537,11566,3
1021684,11589,3
1082900,2135,3
1068984,638,4
1320923,121,5
1157500,5915,3
1157500,642,2
1446505,25887,3
1130116,8619,2
1392965,7446,2
1174539,94730,5
1357596,11259,3
1357596,15373,3
1357596,2135,3
1263273,9543,1
1137710,9529,1
1169688,435,3
1247795,44214,3
1082900,22794,2
1174057,2135,4
1174057,2135,2
1100294,9529,4
1100294,121,2
1392965,20174,2
1335337,8961,1
1168350,7518,1
1432271,69,2
1105085,9390,3
1089516,40807,4
1444055,824,3
1311789,673,2
1166493,217,1
1157500,675,2
1041536,5902,2
1041536,28355,2
1431705,16219,5
1075119,116,2
1171976,39254,2
1301273,1115292,5
1375290,141,5
1100294,11880,4
1358698,862,3
1214458,116,4
1358698,14,2
1166493,423,4
1075119,9567,3
1253933,50619,1
1094886,44214,3
1301273,807,3
1346086,11547,2
1139271,196,2
1355729,88,4
1154577,118,4
1354924,9836,4
1090713,88,1
1309434,10483,3
1090713,1060539,3
1309434,192,4
1237866,242,2
1084394,11004,4
1253933,1083480,3
1154577,77,4
1248771,381,2
1353998,116,5
1338166,10009,3
1237866,812,1
1353998,9346,2
1309434,3580,1
1309434,25,5
1237866,2135,2
1355729,9487,2
1102408,1168285,5
1232172,7737,3
1139271,4922,3
1090713,5,4
1006609,1141467,3
1353998,4513,4
1335337,8914,2
1306835,424,1
1222390,6964,2
1029044,1271,4
1232172,65,3
1262928,24197,5
1353998,18947,3
1172764,10358,3
1262928,9386,3
1018654,807,4
1147731,58,5
1060816,2275,2
1154577,1895,4
1076109,616,4
1358698,4982,3
1248771,571,4
1353998,11547,4
1353998,11547,2
1135437,1160674,2
1083111,653,2
1166493,32909,5
1166493,44214,3
1029044,8390,5
1353772,423,5
1234182,4638,5
1082764,9477,1
1082764,11969,3
1018430,45269,2
1206943,3085,5
1295713,672,1
1104416,2771,2
1295713,10144,5
1166493,11324,3
1320206,9346,5
1018430,9693,3
1444556,862,4
1176156,5,3
1084738,615,2
1082764,16219,1
1055147,403,3
1158008,8326,2
1006609,4442,1
1095231,769,3
1253933,578,1
1237866,137,4
1301273,12,3
1006609,558,2
1128134,752,3
1006609,752,4
1368963,1098164,5
1029580,388,1
1029580,88,3
1326459,14168,5
1272867,16219,3
1239898,11547,4
1196596,673,3
1239898,525,3
1375722,9471,1
1284366,36647,1
1186505,9346,3
1176095,1894,2
1006609,425,3
1272867,10386,3
1269633,9489,2
1269633,16025,4
1368963,1571,2
1368963,11547,5
1015245,863,4
1269633,179,4
1269633,804,4
1029580,1487,5
1096123,9366,3
1004046,423,5
1098368,79718,3
1021684,16219,3
1357038,2293,5
1368963,279,2
1021684,36819,2
1006609,4982,3
1012368,9836,3
1096123,11324,4
1269633,673,4
1272867,5,5
1272867,240,3
1096123,768,4
1096123,10784,2
1096123,88,5
1367663,45612,2
1294969,2062,5
1029580,78,3
1239898,5,3
1294969,22804,4
1239898,8195,3
1258710,1251,2
1258710,10158,4
1128134,1715,3
1101205,2667,4
1158323,17332,2
1101205,1577,2
1201221,752,2
1010663,326,4
1101205,2135,2
1030653,10559,3
1392490,1624,2
1030653,9532,4
1081992,71014,2
1165964,5,4
1010663,197,4
1010663,1078391,2
1133333,673,4
1133333,16996,5
1133333,285,5
1027554,9707,5
1133333,14,2
1133333,914,4
1132913,77,2
1038131,9836,4
1138832,19959,5
1235645,6978,1
1138832,883,2
1138832,2539,2
1399170,77,1
1101205,118,4
1399170,14168,3
1079149,616,2
1138832,1078359,2
1392657,1074618,4
1392657,8872,2
1085986,38171,3
1140732,71174,4
1445055,1005989,2
1140732,863,4
1140732,9346,2
1140732,11529,2
1027250,116,2
1126174,714,3
1174659,9836,2
1094886,14462,3
1022583,9479,3
1027250,116,5
1094886,7985,2
1246164,141,2
1009442,11336,3
1438178,767,3
1094886,2135,3
1082132,746,3
1237919,642,1
1077849,11547,5
1140732,534,1
1302851,9346,2
1295713,1141467,1
1237919,116,3
1392490,1547,2
1077849,1141467,4
1174659,920,1
1150211,769,2
1445055,9529,1
1125107,6415,3
1027250,9739,3
1094886,5,3
1094886,11529,1
1214881,9374,3
1295713,795,5
1295713,12405,1
1404196,7131,2
1076109,1167195,4
1076109,12405,1
1030327,9346,5
1030327,2062,1
1312699,7942,3
1268349,105,2
1132494,9621,5
1038404,9614,2
1161115,9767,4
1316932,36955,5
1312699,2667,1
1312699,8051,4
